Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
Female,8,No,Rural,67,Secondary,54.3
Female,9.3,No,Urban,96.4,Tertiary,75.6
Female,9.9,No,Rural,56.1,Tertiary,62.5
Female,16,Yes,Urban,76.2,Secondary,100
Male,16,No,Urban,62.5,Secondary,90.6
Male,9.6,No,Urban,86.5,Tertiary,72.9
Male,11.3,No,Urban,65.5,None,62.7
Male,16,Yes,Urban,99.3,None,100
Male,8,Yes,Rural,75.6,Tertiary,72.7
Male,10.5,No,Urban,72.9,Primary,78.6
Male,9,Yes,Urban,90.4,Tertiary,74.1
Female,4.8,No,Urban,71.3,Secondary,51.6
Male,2.8,No,Urban,93.1,Tertiary,40.5
Female,7.3,No,Urban,99,None,64.4
Male,13.3,No,Rural,66,Secondary,72
Female,11.3,No,Urban,93.7,Primary,79.9
Male,16,No,Rural,85.1,Primary,89.4
Female,13.2,Yes,Urban,67.2,Secondary,94.5
Female,13.1,Yes,Urban,99.1,None,97.3
Male,9.6,No,Rural,94.9,Primary,66.7
Female,9,Yes,Urban,67.6,Secondary,80.5
Female,10.3,No,Urban,96.5,Secondary,80.2
Male,11.5,No,Urban,86.2,Tertiary,74.1
Female,8.5,Yes,Urban,78.1,Primary,76.9
Male,10.8,Yes,Rural,63.8,Secondary,74.1
Male,8.6,No,Urban,64.9,Tertiary,54.3
Male,10.6,No,Urban,67.6,Primary,68.4
Female,6.9,Yes,Urban,96.1,Secondary,73.3
Female,12.1,No,Urban,78.2,Secondary,91.1
Male,15.5,No,Urban,91.9,None,85.5
Male,7.4,Yes,Urban,62.6,Tertiary,72
Female,13.2,No,Urban,90.2,Tertiary,86.1
Male,8.7,No,Urban,50.2,Secondary,48
Male,11.1,Yes,Urban,77.5,Secondary,79.9
Female,12.4,No,Rural,93.8,Tertiary,84.9
Male,12,No,Rural,62.7,Tertiary,73.3
Female,11.9,Yes,Urban,73.2,Secondary,95.1
Female,6.7,Yes,Urban,91.3,Primary,80.9
Male,11.6,Yes,Rural,51.4,Primary,74.1
Male,6.6,No,Rural,55.9,Tertiary,57.9
Female,5,No,Rural,80.8,None,52.2
Female,6.9,No,Rural,74.9,Secondary,45.7
Female,8.8,Yes,Rural,90.9,Secondary,84.1
Male,13,No,Rural,79,Secondary,65.3
Male,0,No,Urban,52.8,Tertiary,27.9
Female,10.9,No,Rural,99.3,Primary,70
Male,10.2,No,Urban,50.6,Tertiary,66.3
Male,15.3,Yes,Urban,73.5,Secondary,99.2
Female,7.6,Yes,Urban,73,Tertiary,82
Female,14.4,No,Urban,93,Primary,93.5
Male,14.2,Yes,Rural,86.1,Tertiary,90.9
Male,8.8,Yes,Rural,57.1,Secondary,72.2
Male,10.9,No,Urban,73.6,Tertiary,68.5
Male,6.6,No,Rural,55.5,Tertiary,46.6
Female,10,No,Rural,97.8,Secondary,75.4
Female,6.3,No,Rural,74.6,Secondary,59.6
Female,16,No,Rural,78.5,Secondary,92.4
Female,1.5,No,Urban,61.3,Tertiary,38.4
Male,11.2,No,Rural,54.3,Secondary,59.7
Male,15,No,Urban,65.6,Primary,88
Female,3.1,No,Urban,94.3,Primary,43.4
Male,13.3,No,Urban,80.9,None,65.6
Male,5.8,Yes,Rural,67,Tertiary,58.8
Female,5.8,Yes,Urban,79.3,Secondary,81.3
Male,12.5,No,Rural,87.6,Tertiary,77.3
Male,12.5,No,Urban,97.5,Primary,97.3
Male,13,No,Urban,97.9,Secondary,87.3
Female,15.2,No,Urban,85.4,None,85.7
Male,16,No,Rural,92.3,Secondary,97.7
Female,5.6,Yes,Rural,69.6,None,60.6
Female,11.3,Yes,Urban,91.5,Secondary,94
Male,12.1,Yes,Urban,81.1,Tertiary,97.9
Female,16,Yes,Urban,75.7,Secondary,100
Female,10.8,No,Rural,51.6,Secondary,65.7
Male,0.8,No,Urban,78.7,Primary,20
Male,4,No,Urban,95.8,Tertiary,47.2
Male,9.1,No,Urban,89.4,Secondary,64.2
Male,7.1,No,Rural,92.5,Tertiary,58.3
Male,16,No,Rural,75.5,Secondary,94.1
Female,5.3,No,Rural,64.5,Primary,43.4
Female,4.7,No,Rural,96.1,Primary,51.1
Female,7,Yes,Rural,77.8,Primary,78
Male,7.7,No,Rural,63.6,Tertiary,48.6
Female,0,Yes,Rural,97.2,Secondary,51.2
Female,14.8,No,Urban,59.3,Tertiary,92.8
Male,7.2,No,Urban,88.3,Secondary,53.5
Female,10.3,No,Rural,61.2,Tertiary,66
Male,7.7,Yes,Urban,90.5,Primary,78.4
Male,13.9,Yes,Rural,80.4,None,84.3
Male,11.5,Yes,Urban,76.3,Secondary,87.9
Male,7.9,Yes,Urban,74.1,Secondary,70.4
Female,6,No,Rural,54.5,Secondary,49.4
Female,9.7,No,Rural,71,Tertiary,66.6
Female,2.1,No,Urban,63.2,Secondary,40.4
Female,10.1,Yes,Urban,99.9,Tertiary,98.7
Female,9.9,No,Urban,85,Tertiary,70.8
Male,11.5,Yes,Urban,86.5,Secondary,90.2
Female,10.1,Yes,Rural,87.1,Primary,83.6
Male,4.8,No,Urban,78.1,Secondary,45.2
Female,16,Yes,Urban,86.3,Primary,100
Female,13.4,No,Rural,58.8,Secondary,77
Female,8.4,No,Rural,87,Secondary,70.6
Female,8.7,No,Rural,52.4,Secondary,53.5
Female,12,No,Rural,70.8,Primary,62.3
Male,0,No,Urban,78.1,None,21.6
Male,8.4,No,Rural,58,Secondary,65.1
Female,8.6,No,Rural,61.6,Secondary,52.4
Female,12,No,Rural,51.8,None,62.3
Male,9.3,No,Urban,54.6,Secondary,61.3
Male,5.3,No,Rural,58.4,Primary,27.5
Female,2.7,No,Rural,54.3,Tertiary,33.7
Female,8.3,No,Urban,58.7,Tertiary,54.1
Female,11.9,No,Rural,80.4,Secondary,78.9
Female,11.9,Yes,Rural,50.7,Tertiary,80.9
Male,10.9,Yes,Rural,77.2,Primary,84.6
Male,10.4,No,Urban,53.2,Tertiary,64.6
Male,11.9,No,Urban,81.6,Secondary,79.6
Male,7.1,Yes,Rural,66.3,None,71.4
Male,15,No,Urban,70.8,Secondary,81.3
Male,0,No,Urban,50.2,Secondary,21.6
Female,3.9,Yes,Urban,96.3,Secondary,76
Female,4.9,No,Urban,88.3,Tertiary,52.9
Male,16,No,Urban,52.1,Secondary,80.8
Male,16,No,Urban,91,Secondary,90.7
Male,14,No,Urban,73,Tertiary,83.1
Male,14,No,Rural,63.7,None,64.5
Female,10.2,No,Rural,77.4,Tertiary,70.4
Female,8.1,Yes,Urban,98.3,Secondary,87.2
Male,14.5,Yes,Urban,71.9,Primary,87.5
Male,12.7,No,Urban,63.7,Secondary,65.6
Female,8.7,No,Rural,78.2,Tertiary,62.4
Male,12.9,Yes,Urban,60.9,Tertiary,93.4
Female,6.7,Yes,Urban,74,Tertiary,70.3
Female,9.1,No,Rural,67.8,Primary,54.6
Male,13.3,Yes,Rural,69.7,Primary,89.6
Male,9.6,No,Urban,85.9,Tertiary,65.9
Female,6,No,Urban,55.3,Secondary,50.3
Female,6.9,Yes,Urban,77.5,Primary,68.8
Male,11.1,Yes,Urban,62.2,Tertiary,81.5
Female,5.3,No,Urban,66.2,Tertiary,58.2
Male,0,No,Urban,77.8,Secondary,33.8
Male,14.7,No,Rural,79.1,Tertiary,82.4
Female,8,Yes,Rural,71.9,Secondary,77.3
Female,6.9,Yes,Urban,96.5,Tertiary,81.5
Male,7,No,Rural,56.7,Secondary,46.7
Male,3,No,Rural,57.3,Tertiary,30.1
Female,8.6,No,Urban,71.9,Secondary,71.3
Male,8.7,No,Urban,67.6,None,53.6
Male,10.6,Yes,Urban,72.4,Primary,86.9
Male,3.5,Yes,Urban,82.9,Secondary,62.3
Female,6.9,No,Urban,90.7,Tertiary,62.1
Female,13.7,No,Urban,54.3,None,79.9
Female,8.3,No,Urban,97.3,Secondary,74.5
Male,4.1,Yes,Rural,92,Tertiary,70.4
Female,4.9,No,Urban,64.3,Secondary,50.1
Female,6.4,No,Rural,87.9,Secondary,60.9
Male,14.4,No,Urban,58.2,Primary,82.9
Male,8.2,Yes,Rural,94.6,Primary,75.6
Female,9,No,Urban,82.4,Secondary,67.3
Female,4.8,Yes,Urban,92,Primary,59.9
Female,5.8,No,Urban,71.2,Secondary,59
Female,16,No,Rural,91.8,None,86.5
Male,12.1,No,Rural,74.8,Primary,59.4
Female,9.6,No,Urban,87.6,Secondary,77.4
Female,15,Yes,Rural,50.1,Tertiary,87.4
Male,9.5,No,Urban,61,Secondary,63.7
Male,10.5,No,Rural,79.6,Secondary,63.1
Female,9,Yes,Urban,81.7,Primary,78.3
Female,8.4,No,Rural,55.4,Secondary,54.9
Female,9.2,No,Urban,62.1,Tertiary,71.1
Female,14.7,No,Urban,86.6,Secondary,90.1
Female,12,No,Urban,64,Tertiary,69.3
Male,9.4,Yes,Rural,84.1,Tertiary,83.5
Male,12.8,No,Urban,76.1,Tertiary,86.5
Female,9.6,Yes,Urban,92.4,None,81.7
Male,10.8,Yes,Urban,81,Tertiary,85.1
Female,8.9,No,Urban,77.8,Secondary,56.5
Male,9.1,No,Rural,64.8,Tertiary,53.6
Female,15.6,Yes,Rural,60.1,Tertiary,100
Female,8.1,No,Urban,54.6,Primary,51.6
Male,5,No,Urban,89.9,Secondary,46.4
Female,7,No,Urban,68.5,Secondary,52.1
Female,7.8,No,Rural,71.3,Secondary,56.9
Female,15.2,No,Rural,96.6,Tertiary,96.8
Female,9.6,No,Urban,60.3,Secondary,65.6
Female,7.2,No,Urban,81.7,None,62.2
Female,2.6,No,Rural,68.5,Tertiary,55.3
Male,15.6,No,Urban,50.2,Secondary,89.9
Male,1.8,Yes,Urban,84.2,Secondary,52.2
Female,14.3,Yes,Urban,53,Secondary,93.5
Female,14,No,Urban,83.5,Secondary,83.1
Male,6.4,Yes,Rural,72.8,Tertiary,70.5
Male,8.8,No,Urban,81.1,Secondary,68.3
Male,9.1,No,Urban,81.7,Secondary,64.2
Male,9.5,No,Rural,81.9,Tertiary,68.3
Female,6.7,No,Urban,75.4,Primary,56.4
Female,6.8,No,Urban,93.8,Secondary,66.8
Male,9,No,Urban,94.4,Secondary,66.9
Male,2.2,No,Urban,88.6,Tertiary,41.7
Male,7.1,Yes,Rural,98.3,Tertiary,71.5
Male,11.8,Yes,Urban,84.1,Primary,89.9
Female,10.5,No,Rural,89.1,None,68
Male,12.4,No,Rural,64.3,Secondary,80.4
Male,5.9,No,Urban,52.7,None,48.9
Male,9.1,Yes,Rural,73.2,Secondary,78.8
Female,14.2,No,Rural,50.3,Tertiary,80.8
Female,10.9,No,Urban,88,Tertiary,81.6
Female,1.6,No,Urban,70.6,Tertiary,38.4
Male,11.9,Yes,Rural,67.6,Tertiary,92.2
Female,7.7,Yes,Urban,53.1,Tertiary,82.6
Female,7.2,No,Rural,98.1,Secondary,67.2
Male,4.5,No,Rural,75.2,Secondary,42.8
Female,6.3,No,Urban,80.6,Tertiary,59.3
Male,10.5,Yes,Urban,95.7,Secondary,88.7
Female,9.7,No,Rural,92.7,Primary,63
Female,13.7,No,Urban,70.6,Secondary,71.1
Male,0.8,No,Rural,76,Secondary,33.7
Male,1.3,No,Rural,57.1,None,19.4
Female,12.5,No,Rural,98,Secondary,88.7
Female,3.6,Yes,Urban,95.6,Tertiary,72.8
Male,9.1,No,Rural,80.1,Tertiary,62.6
Female,16,No,Urban,65,Tertiary,94.3
Male,7.3,No,Urban,95.2,Secondary,60.4
Male,16,Yes,Urban,60.4,Primary,99
Male,13.1,No,Urban,50.2,Primary,68.8
Female,8.9,Yes,Rural,73.7,Primary,74.6
Female,6.4,Yes,Rural,90.5,Primary,81
Female,10.9,Yes,Urban,50.7,Tertiary,78.3
Female,7.9,No,Rural,84.5,Primary,56
Female,7.8,No,Urban,79.5,Secondary,57
Male,12.3,No,Urban,54.8,None,66.3
Female,11.2,No,Rural,64.3,None,60.1
Male,16,No,Urban,91.7,Tertiary,100
Male,8.4,No,Rural,82.7,Tertiary,72.3
Female,9.2,No,Rural,69.4,Secondary,63
Male,15.4,No,Rural,57.1,Primary,78.4
Female,11.6,No,Rural,75.6,Tertiary,73.7
Male,5.8,No,Urban,82.7,Secondary,51.2
Male,5.8,No,Urban,53.4,Secondary,39.3
Male,6,No,Urban,60.7,None,46.3
Female,3.5,No,Urban,64.1,Primary,42
Female,5.5,No,Rural,76.8,Primary,58.6
Female,7.8,Yes,Rural,96,Primary,68.7
Female,3.2,No,Rural,83.5,Tertiary,48.8
Male,16,No,Rural,50.4,Primary,82.5
Female,7.9,No,Rural,88.5,None,60.8
Female,5.3,No,Rural,52.5,Tertiary,41
Male,11.1,Yes,Rural,92.8,Tertiary,96.3
Male,12.8,No,Urban,71.2,Tertiary,82.7
Female,8.6,No,Urban,95.2,Tertiary,72.4
Male,4.7,Yes,Urban,79.1,Primary,49.3
Female,15.9,No,Rural,67.9,None,86.5
Male,16,No,Urban,81.3,Tertiary,95.1
Female,9.7,No,Rural,54.4,Secondary,50.8
Male,5.4,No,Rural,50.2,Secondary,33.5
Female,11.1,Yes,Urban,60.4,Secondary,79.5
Male,2.3,No,Urban,92.7,Tertiary,44.2
Female,15.3,No,Urban,71.6,Secondary,90
Female,14.1,Yes,Urban,91.6,None,100
Female,11.7,Yes,Rural,64.7,Secondary,91.2
Female,5.6,No,Urban,85,None,45
Female,14.5,Yes,Rural,53.8,None,96.7
Female,9.5,Yes,Urban,97.2,Tertiary,92.2
Male,8.4,No,Urban,91.5,Primary,62.5
Female,12.3,No,Rural,57.5,Primary,60.9
Male,7,Yes,Rural,59.6,Tertiary,69.6
Female,10.1,No,Urban,50.9,Tertiary,60.2
Male,9.3,No,Rural,99.1,Secondary,59.4
Female,7.6,No,Urban,93.7,Secondary,72.9
Male,0.6,Yes,Urban,62.4,Primary,43.9
Female,6.4,No,Urban,80.8,Tertiary,61.2
Male,14,No,Urban,92.2,Tertiary,89.9
Female,7.5,No,Rural,90.1,Tertiary,61.6
Male,16,No,Rural,62,Primary,80.6
Male,16,No,Rural,76.7,None,81.9
Male,9.3,No,Urban,80.1,Secondary,69.2
Female,11.5,No,Urban,58.1,Tertiary,72.7
Male,16,No,Urban,56.7,Tertiary,88.1
Female,8.7,Yes,Rural,57.2,Tertiary,71.1
Female,8.5,No,Rural,99.9,None,61.9
Female,9.5,Yes,Rural,85.6,None,80.7
Female,10.7,No,Urban,87.5,Secondary,67
Male,7.7,No,Rural,58.1,Primary,51.9
Female,7.9,Yes,Rural,50.1,Secondary,62.1
Male,15.8,No,Urban,81.7,None,88.9
Female,10.2,No,Rural,51.2,Tertiary,65.8
Male,7.5,No,Urban,94.3,Secondary,65.2
Female,11.6,No,Rural,78.4,Tertiary,85.6
Female,11.4,No,Urban,54.4,Secondary,70.5
Male,7.6,No,Urban,64.7,Secondary,53.9
Female,7.7,No,Rural,54,Secondary,46
Female,10.4,No,Rural,86.1,None,63.1
Female,10.6,No,Rural,83.9,Secondary,77.5
Female,16,No,Rural,78.2,Secondary,89.3
Female,6.1,Yes,Urban,82,Tertiary,67.1
Female,7.7,No,Rural,76.7,None,55.2
Female,11.4,No,Urban,50.8,Primary,62.7
Female,11.8,No,Urban,87.7,Secondary,82.8
Male,2.4,No,Urban,61.3,Secondary,26.9
Female,11,Yes,Urban,97.4,Secondary,100
Male,6.5,Yes,Rural,58,None,55.7
Female,13.2,No,Rural,68.5,Tertiary,74.1
Male,6.7,Yes,Rural,69.7,Primary,66.6
Male,9,No,Rural,52.5,Secondary,57.3
Male,10.6,Yes,Rural,57.4,Secondary,87.6
Female,11.2,No,Urban,97.9,Secondary,85.5
Female,9.2,No,Rural,99.1,Primary,58.3
Male,8.6,No,Urban,99.3,Secondary,64.3
Female,6.2,No,Urban,63.2,Tertiary,63.6
Female,7.5,No,Urban,61.3,Primary,56
Male,4.5,No,Urban,72.7,Secondary,39
Female,16,Yes,Urban,86.3,Tertiary,100
Male,10.4,No,Urban,58.4,Secondary,64.7
Male,3.7,No,Rural,94.6,Tertiary,44.6
Female,12.5,No,Rural,68.8,None,68.7
Male,3.7,No,Rural,88.1,Secondary,48.3
Female,6.4,Yes,Rural,51.9,None,54.9
Female,9.8,No,Urban,98.2,Primary,75.1
Female,5.9,No,Rural,77.7,Tertiary,52.8
Female,8.9,No,Urban,93.4,Secondary,68.6
Male,11.9,No,Urban,81.6,Secondary,85
Female,2.6,Yes,Rural,94.4,Secondary,66.6
Female,16,Yes,Rural,82.1,Tertiary,100
Female,12.7,No,Rural,84.1,Secondary,81.9
Male,7.4,No,Urban,72.1,Secondary,54
Male,16,No,Urban,66.5,None,91.1
Female,5.6,No,Urban,88.9,Tertiary,52.2
Female,14.2,Yes,Rural,59.7,Secondary,90.8
Female,8.7,No,Rural,97.1,Tertiary,63.8
Female,16,No,Urban,98,Tertiary,100
Female,11.3,No,Urban,97.5,Secondary,77.1
Male,9.2,No,Urban,66.1,Secondary,57.7
Female,9.4,Yes,Urban,54.2,Secondary,72.4
Male,9.6,Yes,Urban,55.4,Secondary,75.8
Male,9.5,No,Urban,84.9,Secondary,70.7
Female,8.7,No,Urban,65.9,Tertiary,60.2
Male,8.3,No,Rural,50.4,None,48.9
Female,7.5,No,Rural,62.6,Secondary,51.5
Male,10,No,Rural,93.9,Secondary,66.4
Male,11,No,Urban,71,Primary,74.3
Female,12.5,No,Rural,57.6,Secondary,71.4
Male,10.8,No,Rural,85.4,Tertiary,68.2
Female,9.8,No,Urban,93.9,Primary,71.9
Female,8.3,No,Urban,95.1,Tertiary,70.4
Female,10.8,No,Rural,65.3,Primary,65.2
Female,10.6,Yes,Rural,69.4,Secondary,80
Female,8.5,No,Rural,75.7,Tertiary,62.3
Female,14.1,No,Urban,57.5,Secondary,76.6
Male,12.7,No,Urban,50.8,Secondary,75.8
Male,7.2,No,Urban,56.5,Secondary,57.4
Female,6.9,Yes,Urban,94.1,None,74.3
Male,7.7,Yes,Rural,60.5,Secondary,71.8
Male,10.1,No,Urban,50.4,None,49.7
Female,6.6,No,Rural,53.1,Tertiary,42.9
Male,9.1,No,Rural,50.9,Secondary,52.2
Female,11.8,Yes,Urban,57.2,Secondary,99.8
Female,8.9,No,Rural,74.5,Tertiary,63.9
Male,10.7,Yes,Urban,98,Secondary,94.5
Female,7.9,No,Rural,78.6,Secondary,56.3
Female,6.4,Yes,Urban,79.5,Primary,68.2
Female,11.3,No,Urban,72.1,Secondary,77.5
Female,3,Yes,Urban,76.2,Primary,66.2
Male,16,No,Rural,76.9,Secondary,80
Female,6,Yes,Urban,74,Tertiary,69.7
Male,6.9,Yes,Urban,76,Primary,70.4
Female,8.8,No,Urban,88.4,Secondary,76.7
Male,7.3,No,Urban,91.4,None,58.7
Male,7.4,Yes,Rural,53.9,Tertiary,74.5
Female,11.2,No,Rural,54.6,None,52.9
Male,9.4,No,Urban,83.7,Secondary,67.8
Female,8.1,Yes,Urban,70.9,Tertiary,83.8
Female,3.9,No,Urban,64.7,Tertiary,36.9
Male,6.1,No,Rural,67,None,43.8
Male,10.5,No,Urban,80.1,Primary,76
Male,10.5,No,Rural,85.1,Primary,68.8
Male,4.3,No,Urban,87.7,Secondary,46.4
Female,9.2,No,Rural,55.6,Secondary,56.2
Male,0.1,No,Rural,63.7,Primary,16.6
Female,11.5,No,Rural,63.2,Tertiary,61.5
Male,8.2,Yes,Urban,66.9,Secondary,76
Male,14.1,No,Rural,89.5,Secondary,86.6
Female,11.7,Yes,Urban,64.5,Primary,81.2
Male,14.6,Yes,Urban,52.5,Primary,92.6
Female,8.4,Yes,Urban,71.8,Secondary,80.5
Male,9.7,No,Urban,89.8,Secondary,65.3
Male,6.6,No,Urban,67.7,Secondary,55.8
Female,13.5,No,Rural,79.6,Tertiary,82.6
Female,10.4,Yes,Urban,65.8,Primary,76.4
Female,9.3,No,Urban,79.5,None,52
Female,14.8,Yes,Rural,78.6,Primary,99.6
Female,2.6,No,Urban,80.8,None,34.2
Female,14.1,No,Urban,87.2,Primary,80.9
Female,6.7,No,Urban,58.4,None,42.5
Male,10.3,No,Rural,57,Tertiary,58.9
Female,2.6,No,Urban,53.8,Tertiary,34.9
Male,10.6,Yes,Urban,56.1,None,72.2
Male,7,No,Rural,70,Secondary,53.2
Female,5.3,Yes,Urban,94.9,Secondary,74.8
Male,15.6,No,Urban,88.9,Primary,93.6
Male,4.5,No,Rural,63.4,Primary,38.1
Female,8.3,No,Urban,65.2,None,59.9
Male,11.8,Yes,Rural,85.4,Primary,90.3
Female,11.9,Yes,Urban,77.6,Secondary,98.9
Male,4.6,No,Urban,51.7,Secondary,32.5
Male,8.5,No,Urban,95.5,Primary,69.6
Female,16,Yes,Urban,79.6,Primary,100
Male,8.2,No,Urban,62.2,Secondary,53.1
Male,16,No,Rural,87.1,Secondary,97.6
Female,11.2,No,Urban,94.2,Tertiary,87.5
Female,12.1,No,Urban,71.4,Secondary,72.5
Male,0.9,No,Urban,95.4,Secondary,37.9
Male,8.3,Yes,Rural,93.9,Tertiary,82.5
Female,15.2,No,Urban,72.5,Secondary,83.7
Male,8.3,No,Urban,64.5,Secondary,54.2
Female,6.8,Yes,Urban,95.6,Secondary,80.8
Female,8.2,Yes,Rural,90.5,Secondary,78.8
Male,12.1,No,Rural,50.7,Secondary,61.4
Female,6.2,No,Rural,83.4,Primary,58.1
Female,8,No,Rural,83.4,Tertiary,60.7
Male,6.2,No,Rural,85.2,Tertiary,52.8
Female,5.5,No,Urban,55.7,Tertiary,56.6
Male,16,Yes,Rural,78.9,None,100
Male,4.9,Yes,Urban,84.8,Tertiary,80.5
Male,12.8,No,Urban,99.4,Tertiary,96.2
Female,10.5,No,Rural,97.7,Primary,61.2
Male,14.8,No,Urban,77.2,Tertiary,86.9
Male,12.5,No,Urban,65.4,None,75.6
Male,9.7,No,Urban,64.7,Tertiary,70.2
Male,13.9,No,Urban,52.2,Tertiary,78.8
Female,8.3,Yes,Urban,88.4,Tertiary,86
Female,10,No,Rural,76.6,Secondary,64.3
Male,7,No,Urban,63.2,Secondary,54.8
Female,7.9,Yes,Urban,53,Secondary,56.1
Female,11.8,No,Urban,61.6,Secondary,78.5
Female,4.7,No,Rural,76.5,Tertiary,49.8
Male,15.8,No,Rural,90.6,Tertiary,96.2
Female,11.6,No,Urban,75.5,None,75.4
Female,16,Yes,Urban,88.8,Secondary,100
Female,10.1,Yes,Urban,98.8,Secondary,91.4
Female,8.2,Yes,Rural,60.1,Secondary,73.5
Female,14.3,Yes,Urban,57.9,Tertiary,97.1
Male,14.8,No,Rural,91.3,Tertiary,86.8
Female,6.5,Yes,Rural,98.9,Primary,68.5
Female,10.8,No,Rural,80.6,Tertiary,68.4
Male,11,No,Urban,79.7,Tertiary,75.7
Male,9.3,Yes,Rural,99.4,None,76.3
Male,5.4,Yes,Rural,86.3,Secondary,68.9
Male,5,No,Rural,80.3,Primary,47.8
Female,16,No,Urban,59.2,None,83.3
Female,14.7,No,Urban,58.7,Tertiary,92.6
Female,16,Yes,Urban,82.6,Secondary,100
Female,3.4,No,Rural,86.1,Tertiary,56.3
Female,0.7,Yes,Urban,55.6,Primary,48.6
Male,15.4,Yes,Urban,51.8,Primary,93.3
Female,5.9,No,Urban,89.3,Primary,58.6
Male,13.9,No,Urban,88.2,Tertiary,75.2
Male,12.6,No,Urban,79.5,Primary,76.3
Male,12.7,Yes,Rural,69.7,Secondary,88.4
Female,9.6,No,Urban,64,Secondary,50.5
Female,14.1,No,Urban,90.1,Secondary,93.9
Male,11.1,No,Urban,67.3,Tertiary,73
Male,7.9,Yes,Rural,58.3,Tertiary,59.9
Male,8.3,No,Rural,64.2,Secondary,54.2
Male,5.2,No,Urban,57.4,Tertiary,46.1
Male,9.2,No,Urban,99.6,Secondary,67.3
Male,12,No,Urban,91,Tertiary,78.2
Female,14.4,Yes,Rural,99.4,Tertiary,100
Male,8.7,No,Rural,75.5,Secondary,62.8
Male,8.2,No,Urban,90.3,Secondary,63.7
Male,6.7,No,Urban,66.1,Secondary,54.7
Male,8.9,No,Urban,66.2,Secondary,52.2
Male,7.1,No,Urban,74.1,Tertiary,59.8
Female,10,No,Rural,66.5,Tertiary,62.1
Male,8.9,Yes,Urban,80.1,Secondary,80.3
Female,16,No,Urban,55.3,Tertiary,87.1
Male,8.9,No,Urban,62.9,Tertiary,59.8
Male,16,Yes,Rural,81.7,Secondary,100
Female,7.6,No,Rural,77.9,Primary,62.1
Male,9.3,No,Rural,53.8,Secondary,40.8
Female,9,No,Urban,64.2,Tertiary,67.2
Female,9.3,No,Rural,98.8,Secondary,74
Female,5.1,No,Urban,97.7,None,56.4
Female,8.2,Yes,Urban,61.4,Primary,71.2
Female,11.5,No,Rural,76.6,Primary,63.6
Female,11.2,No,Urban,81.2,Primary,82.9
Male,11.5,No,Urban,95.3,Tertiary,89.9
Female,8,Yes,Urban,94.5,Secondary,82.9
Male,5.5,No,Rural,92.5,Primary,45.8
Male,11.8,No,Urban,98.7,Primary,78.6
Female,0.7,Yes,Urban,51.2,None,39.9
Female,15.1,Yes,Rural,66.9,Primary,100
Female,10,Yes,Urban,51.2,Secondary,74.1
Male,13.6,Yes,Rural,66.5,Primary,88.3
Female,9.3,No,Urban,75.6,Tertiary,71.3
Female,6.7,No,Urban,62.1,Secondary,43.1
Male,14.8,Yes,Urban,55.6,Primary,88.8
Female,12.4,Yes,Urban,58.3,Secondary,84.5
Male,10,No,Rural,99.9,Secondary,70.2
Female,7.9,No,Urban,86.8,Tertiary,63.3
Male,15.6,Yes,Rural,91.5,Secondary,100
Female,16,No,Urban,95.6,Primary,100
Male,7.6,Yes,Urban,76.9,Primary,85.5
Female,7.3,No,Urban,97.9,Secondary,67.5
Female,8.3,No,Rural,81.3,Primary,59.8
Male,4.8,Yes,Urban,92.3,Secondary,69.6
Female,9.1,No,Urban,89.8,Tertiary,66.9
Female,10.8,No,Urban,60.5,Secondary,73.7
Male,2.7,No,Urban,89.4,Tertiary,44.2
Male,7.1,Yes,Rural,94.3,Secondary,73.8
Female,13.8,No,Urban,62.3,Primary,79.9
Male,10.4,No,Rural,92.5,None,66.3
Female,1.1,No,Urban,73.2,Secondary,40.4
Female,10.9,No,Urban,98.3,Secondary,71
Male,13.7,No,Urban,71.5,Tertiary,83.7
Male,14.2,No,Rural,54,Secondary,76.6
Female,13.7,No,Urban,57.8,Tertiary,74.8
Male,7.7,No,Urban,51.1,Tertiary,60.1
Female,7.7,No,Urban,77.2,Primary,60
Male,8.4,No,Urban,97.3,Tertiary,65.5
Female,13.5,Yes,Urban,59.1,Tertiary,96
Female,5.9,No,Urban,93.7,Tertiary,65.5
Female,7.3,Yes,Urban,60.2,Secondary,69.2
Female,11.8,Yes,Urban,97.7,Tertiary,100
Female,8.5,Yes,Urban,52.2,Secondary,67.2
Female,3.9,No,Urban,52,Tertiary,45.8
Female,11.3,Yes,Urban,85.2,Secondary,85.6
Male,14.3,No,Urban,59.3,Secondary,79.7
Male,7,No,Rural,84,Primary,62.2
Male,9.3,Yes,Rural,91.5,Secondary,82.4
Female,8.7,No,Rural,86,Tertiary,70.2
Male,10.1,Yes,Rural,83.8,Secondary,84.7
Male,13.5,Yes,Rural,56,None,82.7
Male,11.3,No,Rural,57.6,Primary,68
Male,7.8,Yes,Rural,97.3,Secondary,76.7
Female,7.5,Yes,Urban,83.7,Secondary,83.1
Female,11.9,Yes,Rural,88,Secondary,90.8
Male,4.5,No,Urban,95.2,Primary,55.5
Female,5.9,No,Rural,58.1,Primary,43.3
Female,11.3,Yes,Rural,90.4,Primary,89.8
Female,11.7,Yes,Urban,51.2,Primary,80.8
Female,6.9,No,Rural,91.4,Primary,42.1
Female,9.2,Yes,Rural,89.4,None,81.7
Male,15.7,No,Urban,97.7,Primary,91.5
Female,4.4,Yes,Urban,53.2,Secondary,61.1
